text,label
Claim your reward now! Visit http://bit.ly/9347,spam
Your OTP for Amazon is 518145. Do not share it.,ham
Your account is suspended. Verify at http://bit.ly/4318 immediately.,spam
Happy birthday! Wishing you a great year ahead.,ham
Your Flipkart return request has been approved.,ham
Your OTP for Amazon is 701337. Do not share it.,ham
Get a loan of up to INR 5338 instantly. No documents needed!,spam
Your OTP for Amazon is 321528. Do not share it.,ham
Your account has been credited with INR 1552. A/c no: XXXX5437.,ham
Happy birthday! Wishing you a great year ahead.,ham
Free recharge worth INR 8996. Click to get it: http://bit.ly/7429,spam
"Hey, are we still on for dinner at 7?",ham
Meeting rescheduled to 5:14 AM tomorrow.,ham
"Hey, are we still on for dinner at 7?",ham
Work from home and earn INR 707/week. Join today!,spam
Thanks for your payment of INR 9242.,ham
Your Flipkart return request has been approved.,ham
"Hey, are we still on for dinner at 7?",ham
You’ve been selected for a special gift. Click: http://bit.ly/9430,spam
Your account is suspended. Verify at http://bit.ly/5303 immediately.,spam
"Hey, are we still on for dinner at 7?",ham
Your Flipkart return request has been approved.,ham
Thanks for your payment of INR 8842.,ham
You’ve been selected for a special gift. Click: http://bit.ly/3039,spam
Happy birthday! Wishing you a great year ahead.,ham
You’ve been selected for a special gift. Click: http://bit.ly/4809,spam
Electricity bill of INR 355 is due on 24 May 2025.,ham
Limited time deal on electronics. Shop now: http://bit.ly/4997,spam
Your Jio plan has been activated. Valid till 16 May 2025.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/6864,spam
Electricity bill of INR 3059 is due on 1 May 2025.,ham
You’ve been selected for a special gift. Click: http://bit.ly/4815,spam
Your OTP for Amazon is 793206. Do not share it.,ham
Your Zomato order #408223 is out for delivery.,ham
Your Jio plan has been activated. Valid till 7 May 2025.,ham
Claim your reward now! Visit http://bit.ly/9702,spam
Thanks for your payment of INR 4300.,ham
Free recharge worth INR 7272. Click to get it: http://bit.ly/2779,spam
Your Zomato order #330272 is out for delivery.,ham
Your Flipkart return request has been approved.,ham
Get a loan of up to INR 4172 instantly. No documents needed!,spam
Work from home and earn INR 2389/week. Join today!,spam
Your Zomato order #523553 is out for delivery.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/4066,spam
Your Flipkart return request has been approved.,ham
Work from home and earn INR 8162/week. Join today!,spam
Happy birthday! Wishing you a great year ahead.,ham
Electricity bill of INR 4749 is due on 6 May 2025.,ham
Thanks for your payment of INR 3927.,ham
Meeting rescheduled to 1:55 AM tomorrow.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/9278,spam
Happy birthday! Wishing you a great year ahead.,ham
Your OTP for Amazon is 241345. Do not share it.,ham
Your account has been credited with INR 7314. A/c no: XXXX8325.,ham
Thanks for your payment of INR 2421.,ham
Electricity bill of INR 8837 is due on 26 May 2025.,ham
Limited time deal on electronics. Shop now: http://bit.ly/6893,spam
"Hey, are we still on for dinner at 7?",ham
Your OTP for Amazon is 117310. Do not share it.,ham
Meeting rescheduled to 4:06 AM tomorrow.,ham
Exclusive offer! Get 90% off on all items. Hurry!,spam
Your OTP for Amazon is 486937. Do not share it.,ham
Thanks for your payment of INR 519.,ham
"Hey, are we still on for dinner at 7?",ham
Your account is suspended. Verify at http://bit.ly/7735 immediately.,spam
"Hey, are we still on for dinner at 7?",ham
"Hey, are we still on for dinner at 7?",ham
Your Jio plan has been activated. Valid till 5 May 2025.,ham
Work from home and earn INR 8241/week. Join today!,spam
Your Flipkart return request has been approved.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/6494,spam
Limited time deal on electronics. Shop now: http://bit.ly/8144,spam
Your account has been credited with INR 4944. A/c no: XXXX6000.,ham
Your Zomato order #119959 is out for delivery.,ham
Your OTP for Amazon is 233860. Do not share it.,ham
Your Flipkart return request has been approved.,ham
"Hey, are we still on for dinner at 7?",ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/3337,spam
Happy birthday! Wishing you a great year ahead.,ham
You’ve been selected for a special gift. Click: http://bit.ly/2629,spam
Happy birthday! Wishing you a great year ahead.,ham
Get a loan of up to INR 2074 instantly. No documents needed!,spam
Your account is suspended. Verify at http://bit.ly/5386 immediately.,spam
Thanks for your payment of INR 2088.,ham
Your Flipkart return request has been approved.,ham
Thanks for your payment of INR 9314.,ham
Your account has been credited with INR 6138. A/c no: XXXX4255.,ham
Your Jio plan has been activated. Valid till 13 May 2025.,ham
Get a loan of up to INR 1909 instantly. No documents needed!,spam
Your OTP for Amazon is 747173. Do not share it.,ham
Thanks for your payment of INR 7587.,ham
Your OTP for Amazon is 405270. Do not share it.,ham
Get a loan of up to INR 5303 instantly. No documents needed!,spam
Claim your reward now! Visit http://bit.ly/8219,spam
Your account is suspended. Verify at http://bit.ly/9359 immediately.,spam
Your account is suspended. Verify at http://bit.ly/4163 immediately.,spam
Meeting rescheduled to 10:53 PM tomorrow.,ham
Free recharge worth INR 4695. Click to get it: http://bit.ly/7584,spam
Limited time deal on electronics. Shop now: http://bit.ly/3261,spam
Your Flipkart return request has been approved.,ham
Exclusive offer! Get 76% off on all items. Hurry!,spam
Free recharge worth INR 8686. Click to get it: http://bit.ly/3629,spam
Meeting rescheduled to 7:44 PM tomorrow.,ham
Your Zomato order #114140 is out for delivery.,ham
Your Flipkart return request has been approved.,ham
Meeting rescheduled to 1:10 PM tomorrow.,ham
Your Zomato order #981729 is out for delivery.,ham
Thanks for your payment of INR 5971.,ham
Your account has been credited with INR 1242. A/c no: XXXX9591.,ham
Limited time deal on electronics. Shop now: http://bit.ly/6790,spam
Happy birthday! Wishing you a great year ahead.,ham
Your Flipkart return request has been approved.,ham
Limited time deal on electronics. Shop now: http://bit.ly/6680,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/9487,spam
Your Flipkart return request has been approved.,ham
Your account is suspended. Verify at http://bit.ly/9779 immediately.,spam
You’ve been selected for a special gift. Click: http://bit.ly/7728,spam
Happy birthday! Wishing you a great year ahead.,ham
Your Flipkart return request has been approved.,ham
"Hey, are we still on for dinner at 7?",ham
Work from home and earn INR 3473/week. Join today!,spam
Exclusive offer! Get 78% off on all items. Hurry!,spam
Your Flipkart return request has been approved.,ham
Your Jio plan has been activated. Valid till 24 May 2025.,ham
Free recharge worth INR 7959. Click to get it: http://bit.ly/2791,spam
Exclusive offer! Get 27% off on all items. Hurry!,spam
Claim your reward now! Visit http://bit.ly/4266,spam
Exclusive offer! Get 20% off on all items. Hurry!,spam
Your Jio plan has been activated. Valid till 21 May 2025.,ham
Get a loan of up to INR 587 instantly. No documents needed!,spam
Your account has been credited with INR 5607. A/c no: XXXX9936.,ham
Get a loan of up to INR 3763 instantly. No documents needed!,spam
Meeting rescheduled to 7:39 AM tomorrow.,ham
Meeting rescheduled to 11:00 PM tomorrow.,ham
Exclusive offer! Get 47% off on all items. Hurry!,spam
Your Zomato order #118559 is out for delivery.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/4858,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/2522,spam
Thanks for your payment of INR 9424.,ham
Work from home and earn INR 7509/week. Join today!,spam
Happy birthday! Wishing you a great year ahead.,ham
Your Flipkart return request has been approved.,ham
Limited time deal on electronics. Shop now: http://bit.ly/5407,spam
Your OTP for Amazon is 398091. Do not share it.,ham
Your Zomato order #298413 is out for delivery.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/2983,spam
Limited time deal on electronics. Shop now: http://bit.ly/1925,spam
Limited time deal on electronics. Shop now: http://bit.ly/6048,spam
Your Flipkart return request has been approved.,ham
Get a loan of up to INR 4109 instantly. No documents needed!,spam
Your Jio plan has been activated. Valid till 19 May 2025.,ham
Your account is suspended. Verify at http://bit.ly/2813 immediately.,spam
Your ATM card will be blocked. Update details now: http://bit.ly/4780,spam
Work from home and earn INR 8841/week. Join today!,spam
Exclusive offer! Get 42% off on all items. Hurry!,spam
Exclusive offer! Get 70% off on all items. Hurry!,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/7264,spam
Your Jio plan has been activated. Valid till 13 May 2025.,ham
Your account has been credited with INR 4128. A/c no: XXXX1930.,ham
Limited time deal on electronics. Shop now: http://bit.ly/6930,spam
Electricity bill of INR 3319 is due on 19 May 2025.,ham
Your Zomato order #137361 is out for delivery.,ham
Limited time deal on electronics. Shop now: http://bit.ly/2663,spam
You’ve been selected for a special gift. Click: http://bit.ly/3166,spam
Exclusive offer! Get 61% off on all items. Hurry!,spam
Your Flipkart return request has been approved.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/5953,spam
Your account has been credited with INR 4168. A/c no: XXXX5756.,ham
You’ve been selected for a special gift. Click: http://bit.ly/6761,spam
Claim your reward now! Visit http://bit.ly/6616,spam
Happy birthday! Wishing you a great year ahead.,ham
You’ve been selected for a special gift. Click: http://bit.ly/1842,spam
Get a loan of up to INR 8962 instantly. No documents needed!,spam
Thanks for your payment of INR 8091.,ham
Your Jio plan has been activated. Valid till 12 May 2025.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/1761,spam
Thanks for your payment of INR 7351.,ham
Thanks for your payment of INR 1808.,ham
Your Jio plan has been activated. Valid till 15 May 2025.,ham
Your account is suspended. Verify at http://bit.ly/9815 immediately.,spam
Exclusive offer! Get 19% off on all items. Hurry!,spam
Your Jio plan has been activated. Valid till 6 May 2025.,ham
Limited time deal on electronics. Shop now: http://bit.ly/5858,spam
Your Jio plan has been activated. Valid till 18 May 2025.,ham
"Hey, are we still on for dinner at 7?",ham
Exclusive offer! Get 37% off on all items. Hurry!,spam
Thanks for your payment of INR 4699.,ham
Thanks for your payment of INR 894.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/5416,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/8751,spam
Exclusive offer! Get 13% off on all items. Hurry!,spam
Your Jio plan has been activated. Valid till 10 May 2025.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/4081,spam
Your Jio plan has been activated. Valid till 24 May 2025.,ham
Your Zomato order #565730 is out for delivery.,ham
Your OTP for Amazon is 347166. Do not share it.,ham
Electricity bill of INR 131 is due on 7 May 2025.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/3501,spam
Thanks for your payment of INR 6821.,ham
Meeting rescheduled to 12:33 AM tomorrow.,ham
Meeting rescheduled to 5:01 AM tomorrow.,ham
Claim your reward now! Visit http://bit.ly/4005,spam
Your account is suspended. Verify at http://bit.ly/2717 immediately.,spam
Exclusive offer! Get 64% off on all items. Hurry!,spam
Your account has been credited with INR 8692. A/c no: XXXX8657.,ham
Limited time deal on electronics. Shop now: http://bit.ly/5143,spam
Free recharge worth INR 2045. Click to get it: http://bit.ly/3459,spam
You’ve been selected for a special gift. Click: http://bit.ly/8115,spam
Your account is suspended. Verify at http://bit.ly/3596 immediately.,spam
Your Zomato order #789747 is out for delivery.,ham
Your Zomato order #468194 is out for delivery.,ham
Your Flipkart return request has been approved.,ham
Limited time deal on electronics. Shop now: http://bit.ly/1753,spam
Happy birthday! Wishing you a great year ahead.,ham
You’ve been selected for a special gift. Click: http://bit.ly/3911,spam
Electricity bill of INR 5035 is due on 16 May 2025.,ham
Your account has been credited with INR 6063. A/c no: XXXX2061.,ham
Limited time deal on electronics. Shop now: http://bit.ly/2717,spam
Your Jio plan has been activated. Valid till 13 May 2025.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/5608,spam
Get a loan of up to INR 6268 instantly. No documents needed!,spam
Limited time deal on electronics. Shop now: http://bit.ly/1618,spam
Get a loan of up to INR 8867 instantly. No documents needed!,spam
Exclusive offer! Get 45% off on all items. Hurry!,spam
"Hey, are we still on for dinner at 7?",ham
You’ve been selected for a special gift. Click: http://bit.ly/4289,spam
Get a loan of up to INR 4704 instantly. No documents needed!,spam
Happy birthday! Wishing you a great year ahead.,ham
Meeting rescheduled to 8:02 AM tomorrow.,ham
Your OTP for Amazon is 763830. Do not share it.,ham
Your OTP for Amazon is 527995. Do not share it.,ham
Thanks for your payment of INR 7405.,ham
Your Jio plan has been activated. Valid till 1 May 2025.,ham
Meeting rescheduled to 4:18 AM tomorrow.,ham
Limited time deal on electronics. Shop now: http://bit.ly/6639,spam
Your account has been credited with INR 6344. A/c no: XXXX5886.,ham
Happy birthday! Wishing you a great year ahead.,ham
Your account has been credited with INR 3907. A/c no: XXXX9040.,ham
